AGE,GENDER,DRIVING_EXPERIENCE,EDUCATION,INCOME,CREDIT_SCORE,VEHICLE_YEAR,ANNUAL_MILEAGE,VEHICLE_TYPE
26-39,male,10-19y,university,upper class,4.532.321.647.211.410,after 2015,9000.0,sedan
40-64,female,20-29y,high school,middle class,5.699.592.118.675.270,before 2015,,sedan
26-39,female,10-19y,university,middle class,3.909.750.847.415.910,before 2015,9000.0,sedan
65+,male,10-19y,high school,upper class,7.045.096.686.066.960,after 2015,,sedan
16-25,female,0-9y,none,poverty,42.248.373.343.934.300,before 2015,14000.0,sedan
26-39,male,10-19y,high school,poverty,4.109.957.752.574.930,before 2015,13000.0,sedan
26-39,male,0-9y,none,poverty,4.415.673.710.068.280,before 2015,14000.0,sedan
26-39,male,10-19y,high school,middle class,5.144.605.261.762.470,before 2015,13000.0,sports car
40-64,male,20-29y,university,upper class,5.205.575.389.298.710,before 2015,8000.0,sedan
26-39,female,10-19y,high school,upper class,5.295.190.099.246.760,before 2015,13000.0,sedan
26-39,female,0-9y,high school,middle class,6.643.746.842.126.250,after 2015,,sedan
16-25,female,0-9y,none,poverty,,before 2015,9000.0,sedan
65+,male,30y+,high school,upper class,6.288.688.479.239.020,before 2015,14000.0,sedan
26-39,male,10-19y,university,working class,,after 2015,11000.0,sedan
26-39,male,10-19y,none,middle class,3.627.367.243.358.600,before 2015,14000.0,sedan
65+,female,20-29y,university,middle class,4.983.669.346.821.310,after 2015,12000.0,sedan
40-64,female,20-29y,none,middle class,,before 2015,16000.0,sedan
65+,male,0-9y,university,upper class,4.630.504.280.385.860,before 2015,10000.0,sedan
16-25,female,0-9y,high school,middle class,5.706.375.251.315.590,after 2015,10000.0,sedan
26-39,male,10-19y,none,poverty,22.367.351.669.656.900,before 2015,13000.0,sedan
26-39,male,10-19y,none,working class,38.807.959.391.454.600,before 2015,11000.0,sedan
40-64,female,0-9y,university,upper class,7.170.835.871.715.350,after 2015,,sedan
26-39,female,10-19y,high school,middle class,5.394.415.105.389.730,after 2015,13000.0,sedan
65+,female,30y+,high school,upper class,5.482.918.097.266.920,after 2015,9000.0,sedan
40-64,female,20-29y,university,middle class,6.362.568.375.561.620,before 2015,14000.0,sedan
26-39,male,10-19y,high school,working class,44.378.362.803.562.900,after 2015,15000.0,sedan
40-64,female,20-29y,high school,middle class,6.735.097.524.290.820,before 2015,12000.0,sedan
40-64,male,10-19y,high school,upper class,5.783.885.461.834.330,after 2015,9000.0,sedan
65+,male,30y+,university,upper class,7.390.510.181.007.920,before 2015,7000.0,sedan
16-25,male,0-9y,university,working class,3.627.705.566.964.320,before 2015,8000.0,sedan
26-39,male,10-19y,university,upper class,6.451.295.780.112.300,before 2015,14000.0,sedan
40-64,female,20-29y,high school,working class,5.048.383.516.331.790,before 2015,11000.0,sedan
16-25,male,0-9y,none,poverty,36.365.762.009.599.400,before 2015,16000.0,sedan
26-39,female,10-19y,none,working class,4.774.916.538.581.970,before 2015,10000.0,sedan
16-25,male,0-9y,high school,poverty,2.594.109.431.729.890,before 2015,,sedan
26-39,female,10-19y,none,working class,3.862.602.749.859.220,before 2015,10000.0,sedan
26-39,male,10-19y,high school,poverty,20.620.406.344.573.800,before 2015,12000.0,sedan
16-25,female,0-9y,university,middle class,5.366.050.453.280.440,after 2015,12000.0,sedan
26-39,female,10-19y,none,poverty,3.378.251.853.625.470,before 2015,8000.0,sedan
16-25,male,0-9y,high school,poverty,1.665.624.379.563.550,before 2015,14000.0,sedan
16-25,male,0-9y,university,working class,454.226.741.146.135,before 2015,11000.0,sedan
26-39,female,10-19y,university,upper class,7.198.993.235.950.350,before 2015,12000.0,sedan
26-39,female,10-19y,university,upper class,530.205.499.379.887,before 2015,15000.0,sedan
40-64,male,20-29y,university,upper class,5.946.924.555.510.380,after 2015,12000.0,sedan
26-39,male,10-19y,high school,middle class,4.318.816.696.292.350,before 2015,15000.0,sedan
26-39,male,0-9y,university,upper class,6.126.661.552.063.580,before 2015,6000.0,sedan
26-39,female,10-19y,university,middle class,7.251.226.768.154.250,after 2015,17000.0,sedan
26-39,male,10-19y,university,middle class,3.156.366.369.853.300,before 2015,14000.0,sedan
40-64,female,20-29y,university,upper class,7.248.113.365.935.200,after 2015,8000.0,sedan
26-39,female,10-19y,university,middle class,4.685.045.607.790.920,before 2015,14000.0,sedan
65+,male,30y+,high school,middle class,,before 2015,10000.0,sedan
40-64,male,20-29y,none,poverty,,before 2015,13000.0,sedan
16-25,male,0-9y,high school,middle class,4.337.899.755.378.190,before 2015,18000.0,sedan
16-25,female,0-9y,high school,working class,5.253.518.870.692.250,before 2015,9000.0,sedan
65+,female,0-9y,high school,middle class,4.053.479.630.908.370,after 2015,8000.0,sedan
26-39,female,10-19y,high school,working class,5.381.443.097.678.480,before 2015,12000.0,sedan
40-64,female,10-19y,none,poverty,5.089.660.159.502.200,before 2015,14000.0,sedan
26-39,female,10-19y,high school,middle class,5.744.922.938.547.510,before 2015,10000.0,sedan
26-39,male,10-19y,high school,working class,5.297.430.054.333.810,before 2015,6000.0,sedan
65+,female,30y+,none,upper class,6.322.336.535.055.980,before 2015,12000.0,sedan
16-25,male,0-9y,high school,middle class,4.573.907.349.419.170,before 2015,12000.0,sedan
40-64,male,20-29y,university,upper class,8.564.629.599.734.950,after 2015,12000.0,sedan
40-64,female,20-29y,none,working class,4.850.543.628.205.740,after 2015,14000.0,sedan
26-39,male,0-9y,none,working class,3.960.967.930.795.870,before 2015,8000.0,sedan
65+,female,30y+,high school,upper class,7.093.633.038.278.790,after 2015,11000.0,sedan
26-39,female,0-9y,high school,middle class,5.303.731.375.700.650,before 2015,9000.0,sedan
40-64,female,0-9y,high school,middle class,6.018.479.682.838.410,before 2015,11000.0,sedan
26-39,male,10-19y,university,middle class,574.656.447.660.975,before 2015,14000.0,sedan
65+,female,20-29y,none,working class,44.291.586.758.619.700,after 2015,9000.0,sedan
65+,female,30y+,high school,middle class,4.969.585.048.381.860,after 2015,9000.0,sedan
26-39,female,10-19y,none,poverty,3.706.813.762.670.470,before 2015,17000.0,sedan
26-39,male,10-19y,university,working class,5.897.793.467.930.540,before 2015,18000.0,sedan
26-39,male,0-9y,none,poverty,4.003.174.824.567.480,after 2015,17000.0,sedan
40-64,male,20-29y,university,upper class,6.709.047.276.352.920,before 2015,10000.0,sedan
26-39,male,10-19y,university,middle class,428.984.582.077.122,after 2015,8000.0,sedan
65+,male,30y+,university,upper class,8.013.400.682.716.300,after 2015,6000.0,sedan
40-64,female,20-29y,high school,working class,42.063.945.598.106.500,before 2015,13000.0,sedan
65+,female,30y+,high school,upper class,,after 2015,9000.0,sedan
40-64,female,0-9y,high school,middle class,6.232.265.163.604.740,after 2015,6000.0,sedan
65+,female,0-9y,university,upper class,5.573.745.044.426.410,before 2015,7000.0,sedan
65+,male,30y+,university,upper class,565.015.422.135.134,before 2015,14000.0,sedan
40-64,male,20-29y,university,upper class,4.176.167.529.380.850,after 2015,9000.0,sedan
16-25,male,0-9y,high school,working class,3.833.208.469.601.230,before 2015,,sedan
26-39,female,10-19y,none,working class,4.921.862.369.471.240,before 2015,13000.0,sedan
26-39,female,10-19y,university,upper class,6.368.502.910.717.720,after 2015,14000.0,sedan
40-64,male,20-29y,university,upper class,,before 2015,17000.0,sedan
26-39,female,0-9y,university,middle class,5.799.346.731.224.740,before 2015,16000.0,sedan
40-64,female,0-9y,high school,middle class,4.546.701.145.878.790,before 2015,13000.0,sedan
26-39,female,10-19y,high school,middle class,40.279.263.556.347.900,before 2015,15000.0,sedan
65+,male,0-9y,university,upper class,5.979.218.315.246.740,before 2015,13000.0,sedan
40-64,male,10-19y,none,poverty,2.776.754.527.322.680,before 2015,9000.0,sedan
26-39,female,0-9y,high school,upper class,5.715.238.084.155.020,before 2015,9000.0,sedan
26-39,female,10-19y,high school,middle class,4.637.815.381.476.780,before 2015,12000.0,sedan
16-25,female,0-9y,high school,middle class,4.678.772.300.850.680,before 2015,11000.0,sedan
65+,female,0-9y,university,upper class,6.518.330.966.057.840,after 2015,13000.0,sedan
65+,female,20-29y,university,upper class,6.018.523.848.575.170,after 2015,9000.0,sedan
26-39,female,10-19y,university,middle class,6.652.700.956.908.700,before 2015,10000.0,sedan
26-39,male,10-19y,university,middle class,6.063.519.327.200.590,after 2015,14000.0,sedan
40-64,female,20-29y,university,upper class,39.212.819.069.699.100,after 2015,15000.0,sedan
26-39,male,10-19y,high school,working class,4.606.261.840.596.250,before 2015,10000.0,sedan
40-64,female,20-29y,university,upper class,6.930.667.073.982.330,before 2015,,sedan
16-25,male,0-9y,high school,poverty,34.647.329.142.983.800,after 2015,16000.0,sedan
26-39,male,10-19y,none,working class,28.166.726.028.362.100,after 2015,8000.0,sedan
16-25,male,0-9y,university,working class,3.877.043.998.415.410,before 2015,10000.0,sedan
40-64,male,20-29y,university,upper class,6.870.748.566.737.080,after 2015,11000.0,sports car
40-64,female,0-9y,high school,upper class,5.600.816.526.587.650,before 2015,16000.0,sedan
40-64,female,20-29y,high school,poverty,,before 2015,15000.0,sedan
26-39,female,10-19y,university,upper class,518.642.532.025.159,after 2015,8000.0,sedan
26-39,male,10-19y,high school,middle class,3.433.929.329.199.840,after 2015,13000.0,sedan
26-39,male,0-9y,high school,upper class,6.706.471.592.156.170,after 2015,15000.0,sedan
16-25,male,0-9y,university,working class,4.423.001.568.608.750,after 2015,,sedan
16-25,male,0-9y,university,working class,3.532.271.463.894.310,before 2015,12000.0,sedan
26-39,male,0-9y,university,working class,4.819.127.059.705.200,after 2015,10000.0,sedan
26-39,male,10-19y,none,middle class,23.871.669.752.862.400,before 2015,,sedan
40-64,female,0-9y,high school,upper class,6.819.611.420.152.120,after 2015,7000.0,sedan
26-39,male,10-19y,none,working class,4.371.078.057.546.070,before 2015,12000.0,sedan
40-64,female,10-19y,high school,working class,31.405.343.948.928.700,before 2015,10000.0,sedan
40-64,male,20-29y,high school,upper class,5.122.405.698.589.580,before 2015,,sedan
40-64,female,20-29y,university,middle class,3.888.188.750.585.540,before 2015,10000.0,sedan
16-25,female,0-9y,high school,middle class,4.658.807.306.555.890,before 2015,14000.0,sedan
16-25,male,0-9y,none,poverty,,before 2015,15000.0,sedan
40-64,female,20-29y,high school,middle class,4.983.949.335.821.830,before 2015,13000.0,sedan
65+,female,10-19y,high school,upper class,4.995.787.600.353.770,before 2015,7000.0,sedan
40-64,male,20-29y,none,middle class,4.599.818.241.108.980,before 2015,,sedan
65+,male,20-29y,high school,upper class,4.108.603.754.253.120,after 2015,,sedan
26-39,male,10-19y,high school,working class,27.990.219.514.395.800,before 2015,,sedan
26-39,female,0-9y,university,upper class,,after 2015,10000.0,sedan
16-25,male,0-9y,none,middle class,5.122.124.171.290.780,before 2015,11000.0,sedan
40-64,female,10-19y,university,upper class,6.157.910.390.587.040,after 2015,20000.0,sedan
26-39,male,10-19y,high school,working class,3.984.060.504.754.130,before 2015,11000.0,sedan
26-39,male,10-19y,high school,working class,3.046.613.986.667.240,before 2015,7000.0,sedan
40-64,female,20-29y,high school,upper class,729.851.637.656.742,after 2015,14000.0,sedan
40-64,male,20-29y,none,poverty,3.992.512.120.483.980,before 2015,9000.0,sedan
16-25,female,0-9y,high school,poverty,2.771.950.785.800.680,after 2015,16000.0,sedan
16-25,male,0-9y,none,poverty,5.396.039.422.623.800,before 2015,,sedan
26-39,female,0-9y,high school,working class,4.141.252.031.377.660,before 2015,18000.0,sedan
26-39,male,10-19y,none,middle class,,before 2015,,sedan
40-64,female,20-29y,university,upper class,4.754.848.367.664.980,after 2015,9000.0,sedan
40-64,male,0-9y,university,upper class,5.641.387.945.355.130,before 2015,11000.0,sedan
40-64,female,20-29y,university,middle class,4.913.185.605.656.240,after 2015,11000.0,sedan
26-39,male,10-19y,high school,working class,,before 2015,10000.0,sedan
16-25,female,0-9y,none,poverty,3.543.730.628.022.390,before 2015,9000.0,sedan
65+,male,30y+,university,upper class,5.325.877.547.051.200,before 2015,10000.0,sedan
65+,female,0-9y,university,upper class,6.386.945.926.958.370,before 2015,12000.0,sedan
16-25,male,0-9y,university,middle class,4.965.500.328.738.280,before 2015,11000.0,sedan
26-39,female,10-19y,high school,working class,,before 2015,,sedan
40-64,male,20-29y,university,upper class,6.430.108.382.225.210,after 2015,10000.0,sedan
26-39,female,10-19y,none,poverty,4.890.164.051.337.180,before 2015,12000.0,sedan
26-39,male,10-19y,university,upper class,5.416.548.065.025.520,after 2015,13000.0,sedan
65+,male,0-9y,none,middle class,4.643.846.739.427.250,before 2015,11000.0,sedan
65+,male,30y+,high school,upper class,6.189.987.105.355.620,after 2015,10000.0,sedan
26-39,male,10-19y,high school,middle class,4.118.152.950.314.070,before 2015,11000.0,sedan
40-64,female,0-9y,high school,poverty,4.847.038.948.077.330,before 2015,10000.0,sedan
65+,female,30y+,high school,upper class,6.056.489.554.250.110,after 2015,10000.0,sedan
26-39,female,10-19y,university,upper class,7.661.048.777.029.620,after 2015,12000.0,sedan
40-64,female,20-29y,university,upper class,5.424.831.086.952.980,after 2015,13000.0,sedan
26-39,male,0-9y,none,poverty,20.843.385.185.415,before 2015,17000.0,sedan
26-39,female,0-9y,high school,poverty,3.589.323.014.822.040,before 2015,9000.0,sedan
26-39,female,10-19y,university,upper class,5.648.598.691.189.140,after 2015,7000.0,sedan
65+,female,30y+,high school,upper class,4.698.129.526.772.790,after 2015,6000.0,sedan
16-25,male,0-9y,high school,poverty,29.920.291.764.749.600,before 2015,14000.0,sedan
40-64,female,20-29y,none,upper class,5.146.299.021.154.800,before 2015,15000.0,sports car
26-39,male,0-9y,none,poverty,3.004.827.485.746.550,before 2015,12000.0,sedan
16-25,female,0-9y,high school,poverty,27.558.268.049.346.400,before 2015,14000.0,sedan
16-25,female,0-9y,high school,working class,,before 2015,17000.0,sedan
40-64,female,10-19y,university,upper class,6.408.988.315.327.810,before 2015,12000.0,sedan
26-39,female,10-19y,high school,working class,4.191.538.153.599.210,before 2015,11000.0,sedan
40-64,male,0-9y,none,working class,4.623.273.594.448.810,after 2015,,sedan
40-64,male,20-29y,university,upper class,6.229.471.964.433.020,after 2015,9000.0,sedan
26-39,female,10-19y,high school,middle class,6.721.116.714.802.280,after 2015,9000.0,sedan
65+,female,30y+,university,upper class,4.988.538.572.884.060,after 2015,13000.0,sedan
40-64,female,0-9y,high school,poverty,3.360.557.592.308.050,before 2015,10000.0,sedan
65+,male,10-19y,university,upper class,6.178.082.000.306.050,after 2015,12000.0,sedan
16-25,male,0-9y,high school,poverty,2.884.319.488.347.710,before 2015,11000.0,sedan
26-39,male,10-19y,none,poverty,39.347.076.810.135.700,before 2015,16000.0,sedan
40-64,male,20-29y,university,upper class,6.734.220.340.248.890,after 2015,12000.0,sedan
40-64,male,10-19y,high school,upper class,6.500.573.312.859.140,before 2015,8000.0,sedan
40-64,male,0-9y,university,upper class,6.928.652.475.914.810,before 2015,,sedan
26-39,female,10-19y,university,middle class,3.433.187.489.932.680,after 2015,12000.0,sedan
16-25,male,0-9y,high school,poverty,2.892.278.051.746.090,before 2015,9000.0,sedan
26-39,male,10-19y,none,poverty,4.693.145.545.863.750,before 2015,10000.0,sedan
40-64,male,0-9y,high school,poverty,3.515.298.258.250.290,before 2015,13000.0,sedan
40-64,male,20-29y,university,upper class,5.559.890.754.273.210,after 2015,19000.0,sedan
65+,female,0-9y,high school,upper class,6.475.408.925.470.640,after 2015,,sedan
26-39,female,10-19y,none,poverty,3.028.088.269.593.420,before 2015,14000.0,sedan
40-64,male,0-9y,none,upper class,6.206.110.726.170.050,after 2015,10000.0,sedan
40-64,male,0-9y,high school,upper class,4.831.898.262.379.070,before 2015,12000.0,sedan
40-64,female,10-19y,university,middle class,588.240.239.675.542,after 2015,16000.0,sedan
26-39,female,10-19y,university,upper class,549.476.548.718.367,after 2015,,sedan
26-39,female,0-9y,high school,upper class,6.040.525.730.806.540,after 2015,11000.0,sedan
65+,female,30y+,university,upper class,6.488.774.970.733.030,before 2015,10000.0,sedan
16-25,female,0-9y,none,poverty,2.408.585.357.293.880,before 2015,13000.0,sedan
40-64,female,20-29y,none,middle class,5.651.553.579.174.020,before 2015,13000.0,sedan
40-64,female,20-29y,high school,middle class,5.458.549.671.901.970,before 2015,11000.0,sedan
40-64,female,0-9y,university,upper class,6.885.778.870.930.610,after 2015,11000.0,sedan
65+,female,30y+,high school,upper class,6.525.524.182.204.640,after 2015,14000.0,sedan
40-64,male,20-29y,high school,upper class,7.158.624.172.055.510,after 2015,13000.0,sedan
65+,female,30y+,university,upper class,7.573.618.236.272.640,before 2015,11000.0,sedan
65+,female,10-19y,university,upper class,,after 2015,12000.0,sedan
26-39,male,10-19y,university,upper class,5.837.297.799.840.030,after 2015,13000.0,sedan
40-64,female,20-29y,university,upper class,6.306.307.935.993.770,before 2015,16000.0,sedan
65+,male,10-19y,university,upper class,5.031.840.274.119.610,after 2015,8000.0,sedan
26-39,male,10-19y,university,middle class,565.602.010.256.281,before 2015,16000.0,sedan
26-39,male,0-9y,university,upper class,5.114.051.425.042.110,after 2015,9000.0,sedan
26-39,female,10-19y,high school,working class,4.848.242.280.816.220,before 2015,,sedan
26-39,female,10-19y,high school,middle class,,before 2015,13000.0,sedan
40-64,male,10-19y,university,upper class,,after 2015,14000.0,sedan
16-25,male,0-9y,university,upper class,6.309.928.831.750.560,after 2015,11000.0,sedan
16-25,female,0-9y,university,working class,5.193.208.260.716.930,before 2015,14000.0,sedan
16-25,male,0-9y,high school,working class,5.703.941.633.680.290,before 2015,14000.0,sedan
26-39,male,10-19y,high school,middle class,4.979.605.061.732.530,before 2015,11000.0,sedan
65+,female,30y+,university,upper class,4.302.488.913.418.510,after 2015,10000.0,sedan
40-64,male,10-19y,none,middle class,5.379.109.705.719.590,before 2015,10000.0,sedan
40-64,male,20-29y,high school,working class,4.623.855.547.471.760,before 2015,15000.0,sedan
16-25,female,0-9y,none,poverty,38.369.683.086.892.300,before 2015,13000.0,sedan
26-39,male,10-19y,high school,working class,3.770.168.808.472.880,after 2015,13000.0,sedan
26-39,female,10-19y,none,middle class,4.162.114.507.143.060,before 2015,12000.0,sedan
16-25,male,0-9y,none,poverty,2.932.795.320.869.820,before 2015,15000.0,sedan
26-39,female,10-19y,high school,middle class,4.432.003.644.752.440,before 2015,11000.0,sedan
65+,male,0-9y,high school,upper class,6.391.883.903.930.780,after 2015,15000.0,sedan
26-39,male,10-19y,high school,upper class,5.601.753.532.231.940,after 2015,14000.0,sedan
65+,female,20-29y,university,upper class,6.920.398.013.919.030,before 2015,11000.0,sedan
16-25,female,0-9y,high school,poverty,419.377.648.649.498,before 2015,10000.0,sedan
26-39,male,10-19y,high school,middle class,,before 2015,,sedan
65+,female,30y+,university,upper class,,after 2015,12000.0,sedan
26-39,female,10-19y,high school,middle class,6.489.500.854.684.960,before 2015,9000.0,sedan
16-25,female,0-9y,university,middle class,5.704.437.973.204.890,before 2015,,sedan
40-64,male,20-29y,university,upper class,7.834.688.721.543.270,before 2015,12000.0,sedan
65+,male,30y+,university,upper class,6.891.124.172.848.560,after 2015,12000.0,sedan
16-25,female,0-9y,university,upper class,6.226.579.790.765.930,before 2015,16000.0,sedan
65+,male,30y+,university,upper class,6.245.083.258.338.770,after 2015,12000.0,sedan
26-39,female,10-19y,university,working class,,before 2015,15000.0,sedan
16-25,male,0-9y,high school,poverty,2.865.743.914.094.190,before 2015,11000.0,sedan
26-39,female,10-19y,high school,working class,43.857.580.296.472.500,before 2015,,sedan
16-25,male,0-9y,high school,poverty,32.397.042.057.675.600,before 2015,13000.0,sedan
40-64,female,20-29y,university,upper class,6.327.268.251.967.440,before 2015,15000.0,sedan
65+,male,30y+,university,upper class,6.161.772.975.154.490,after 2015,10000.0,sedan
65+,male,0-9y,high school,upper class,6.723.760.407.246.750,before 2015,17000.0,sedan
26-39,female,10-19y,high school,middle class,5.808.830.580.602.360,before 2015,12000.0,sedan
26-39,male,10-19y,high school,working class,44.770.901.286.721.400,after 2015,,sedan
65+,female,20-29y,high school,middle class,5.816.037.415.682.470,before 2015,14000.0,sedan
26-39,female,10-19y,university,upper class,,before 2015,15000.0,sedan
16-25,female,0-9y,university,working class,4.464.761.359.856.350,before 2015,10000.0,sedan
26-39,female,10-19y,university,upper class,6.369.224.099.026.870,after 2015,10000.0,sedan
65+,female,30y+,high school,upper class,5.645.300.727.892.160,before 2015,12000.0,sedan
26-39,female,10-19y,high school,middle class,4.362.221.796.429.070,after 2015,11000.0,sports car
16-25,male,0-9y,university,poverty,3.831.887.699.575.410,before 2015,17000.0,sedan
65+,female,20-29y,university,upper class,7.606.390.311.499.860,before 2015,,sedan
16-25,male,0-9y,high school,middle class,,before 2015,14000.0,sedan
40-64,male,10-19y,high school,upper class,5.360.846.880.395.210,before 2015,11000.0,sports car
26-39,male,0-9y,none,working class,4.270.493.417.836.960,after 2015,8000.0,sedan
16-25,female,0-9y,none,poverty,4.816.521.872.538.260,before 2015,18000.0,sedan
26-39,female,10-19y,high school,middle class,5.840.680.087.396.980,before 2015,,sedan
65+,male,10-19y,university,upper class,7.128.243.408.066.130,before 2015,11000.0,sedan
16-25,female,0-9y,high school,working class,3.364.689.593.559.840,after 2015,12000.0,sedan
16-25,male,0-9y,high school,poverty,2.946.535.579.379.920,before 2015,,sedan
40-64,male,20-29y,university,upper class,4.563.708.821.483.920,before 2015,8000.0,sedan
26-39,female,10-19y,high school,middle class,5.448.380.735.082.940,after 2015,13000.0,sedan
16-25,female,0-9y,none,poverty,,before 2015,11000.0,sedan
65+,male,20-29y,high school,upper class,5.670.325.638.533.680,before 2015,,sedan
40-64,female,20-29y,university,upper class,6.100.105.875.736.560,after 2015,11000.0,sedan
26-39,male,10-19y,high school,poverty,2.300.324.127.860.230,before 2015,14000.0,sedan
26-39,male,10-19y,high school,upper class,6.136.255.287.801.170,after 2015,,sedan
40-64,male,10-19y,none,middle class,,before 2015,9000.0,sedan
26-39,female,0-9y,university,upper class,6.687.110.075.744.080,after 2015,11000.0,sedan
40-64,male,10-19y,high school,upper class,6.358.873.955.472.630,before 2015,8000.0,sedan
40-64,male,20-29y,university,upper class,756.751.214.146.398,after 2015,10000.0,sedan
16-25,female,0-9y,high school,middle class,4.772.877.789.787.560,before 2015,14000.0,sedan
26-39,male,10-19y,none,poverty,2.956.674.592.939.670,after 2015,14000.0,sedan
26-39,female,10-19y,university,upper class,4.944.237.022.374.060,before 2015,9000.0,sedan
40-64,male,20-29y,university,upper class,6.591.537.948.789.900,after 2015,13000.0,sedan
40-64,male,0-9y,university,upper class,5.976.223.043.983.760,after 2015,19000.0,sedan
16-25,male,0-9y,high school,working class,451.666.058.884.765,after 2015,12000.0,sedan
65+,male,20-29y,high school,middle class,3.030.111.934.015.110,before 2015,10000.0,sedan
26-39,female,0-9y,high school,middle class,6.266.431.041.870.510,after 2015,14000.0,sedan
16-25,female,0-9y,high school,working class,5.253.111.108.305.090,before 2015,8000.0,sedan
65+,male,20-29y,none,upper class,5.155.666.970.627.900,before 2015,11000.0,sedan
65+,male,30y+,none,middle class,7.155.713.344.900.810,before 2015,6000.0,sedan
26-39,male,10-19y,high school,middle class,44.710.735.497.244.700,before 2015,11000.0,sedan
40-64,female,10-19y,university,upper class,6.695.456.052.299.440,before 2015,9000.0,sedan
40-64,male,20-29y,university,upper class,5.351.397.834.821.900,before 2015,12000.0,sedan
26-39,female,10-19y,high school,working class,4.016.314.373.783.450,before 2015,9000.0,sedan
40-64,female,20-29y,high school,middle class,4.901.700.630.176.180,after 2015,12000.0,sedan
26-39,female,10-19y,university,upper class,5.958.198.695.827.400,after 2015,12000.0,sedan
26-39,male,10-19y,university,middle class,5.418.297.585.749.770,before 2015,,sedan
26-39,male,10-19y,university,middle class,405.137.060.644.103,before 2015,9000.0,sedan
40-64,female,10-19y,high school,upper class,5.766.424.612.518.480,after 2015,13000.0,sedan
16-25,female,0-9y,none,poverty,35.840.141.404.476.200,before 2015,16000.0,sedan
40-64,female,20-29y,high school,middle class,4.538.238.305.384.820,before 2015,12000.0,sedan
26-39,male,0-9y,university,upper class,4.895.004.040.886.840,after 2015,15000.0,sedan
40-64,female,20-29y,university,upper class,5.783.736.526.432.850,before 2015,10000.0,sedan
16-25,male,0-9y,none,poverty,4.344.338.449.489.720,before 2015,11000.0,sedan
16-25,male,0-9y,university,middle class,5.279.117.971.505.420,before 2015,12000.0,sedan
65+,female,0-9y,university,upper class,560.541.352.496.778,before 2015,3000.0,sedan
40-64,female,10-19y,university,upper class,5.963.209.220.816.910,before 2015,12000.0,sedan
16-25,female,0-9y,high school,poverty,3.873.153.451.347.570,before 2015,11000.0,sedan
40-64,male,20-29y,university,upper class,,after 2015,15000.0,sedan
26-39,male,10-19y,high school,poverty,4.698.074.742.971.200,after 2015,13000.0,sedan
16-25,female,0-9y,none,poverty,4.676.023.520.407.610,before 2015,12000.0,sedan
40-64,female,0-9y,high school,upper class,6.937.274.220.289.590,after 2015,,sedan
40-64,female,20-29y,university,upper class,4.317.491.297.289.270,after 2015,16000.0,sedan
26-39,female,0-9y,high school,working class,3.930.785.440.575.520,before 2015,8000.0,sedan
26-39,male,10-19y,university,middle class,445.850.120.200.294,before 2015,14000.0,sedan
26-39,male,10-19y,university,upper class,3.857.872.483.402.230,before 2015,10000.0,sedan
16-25,male,0-9y,none,middle class,,before 2015,14000.0,sedan
40-64,male,10-19y,high school,working class,3.778.730.013.580.090,before 2015,12000.0,sedan
26-39,male,10-19y,none,poverty,250.983.078.410.022,before 2015,13000.0,sedan
65+,female,30y+,university,upper class,6.527.405.676.306.110,after 2015,9000.0,sedan
26-39,female,0-9y,none,poverty,4.171.474.102.529.750,before 2015,8000.0,sedan
26-39,female,0-9y,none,working class,4.520.812.831.975.510,before 2015,6000.0,sedan
26-39,male,0-9y,none,poverty,28.303.976.603.449.700,before 2015,,sports car
26-39,male,10-19y,high school,middle class,6.300.065.973.683.400,before 2015,13000.0,sedan
16-25,female,0-9y,none,poverty,4.881.198.548.918.550,before 2015,12000.0,sedan
65+,male,10-19y,high school,middle class,4.654.205.894.960.510,before 2015,13000.0,sedan
26-39,male,10-19y,high school,working class,5.067.738.717.891.070,before 2015,16000.0,sedan
65+,male,0-9y,university,upper class,5.950.136.586.473.450,before 2015,10000.0,sedan
26-39,male,10-19y,university,upper class,3.926.812.226.186.760,before 2015,8000.0,sports car
26-39,male,10-19y,high school,middle class,5.333.875.493.537.400,before 2015,15000.0,sedan
16-25,male,0-9y,university,working class,4.554.049.639.762.780,before 2015,13000.0,sedan
40-64,female,20-29y,high school,middle class,44.620.087.511.234.100,before 2015,11000.0,sedan
65+,male,0-9y,university,upper class,5.166.673.129.274.940,before 2015,14000.0,sedan
40-64,male,20-29y,university,upper class,5.947.339.120.751.760,after 2015,11000.0,sedan
16-25,male,0-9y,university,poverty,2.387.489.728.812.510,before 2015,,sedan
26-39,female,10-19y,high school,working class,,before 2015,16000.0,sedan
26-39,male,0-9y,high school,poverty,2.471.184.275.923.540,before 2015,15000.0,sedan
26-39,female,0-9y,university,middle class,4.971.134.271.243.000,before 2015,,sedan
16-25,male,0-9y,high school,poverty,3.749.356.861.592.060,before 2015,12000.0,sedan
40-64,female,0-9y,university,upper class,7.012.597.772.312.470,after 2015,5000.0,sedan
26-39,female,10-19y,high school,upper class,5.927.026.164.666.290,after 2015,11000.0,sedan
16-25,male,0-9y,high school,poverty,36.460.841.712.764.300,before 2015,,sedan
40-64,male,20-29y,high school,middle class,29.887.358.613.556.300,before 2015,11000.0,sedan
40-64,male,20-29y,none,middle class,473.999.983.920.113,before 2015,9000.0,sedan
40-64,female,20-29y,university,upper class,,before 2015,14000.0,sedan
26-39,female,0-9y,university,upper class,5.851.967.535.022.290,before 2015,8000.0,sedan
